
SLAM MODE |  Maps: 1, KFs: 2, MPs: 119, Matches: 140

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 175

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 174

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 166

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 176

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 166

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 163

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 166

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 160

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 162

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 161

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 149

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 169

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 161

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 166

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 157

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 161

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 148

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 164

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 150

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 157

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 154

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 158

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 153

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 168

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 153

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 155

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 151

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 140

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 130

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 151

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 133

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 142

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 144

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 147

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 153

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 145

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 148

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 156

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 142

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 158

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 128

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 148

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 149

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 142

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 149

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 151

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 155

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 144

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 141

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 141

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 150

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 142

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 131

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 148

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 147

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 146

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 152

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 145

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 147

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 154

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 153

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 151

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 144

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 167

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 139

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 154

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 143

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 145

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 132

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 145

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 141

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 154

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 137

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 139

SLAM MODE |  Maps: 1, KFs: 36, MPs: 1255, Matches: 124

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1269, Matches: 144

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1269, Matches: 128

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 254

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 244

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 253

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 242

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 243

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 221

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 234

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 235

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 221

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 218

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 223

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 216

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 202

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 194

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 202

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 225

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 215

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 208

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 229

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 219

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 241

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 225

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 243

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 223

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 222

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 229

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 242

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 239

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 234

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 244

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 239

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 228

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 237

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 223

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 228

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 215

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 231

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 228

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 220

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 215

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 220

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 219

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 216

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 202

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 212

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 213

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 183

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 219

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 200

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 198

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 213

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 196

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 187

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 205

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 207

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 205

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 188

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 182

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 177

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 178

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 189

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 178

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 200

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 182

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 181

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 158

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 178

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 175

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 178

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 160

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 177

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 156

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 162

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 159

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 163

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 157

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 155

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 167

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 153

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 163

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 162

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 157

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 157

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 153

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 164

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 153

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 153

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 146

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 138

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 151

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 129

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 142

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 134

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 141

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 142

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 133

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 128

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 143

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 134

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 126

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 132

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 132

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 122

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 125

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 119

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 124

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 136

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 130

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 135

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 128

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 127

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 129

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 117

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 121

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 130

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 117

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 101

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 110

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 118

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 109

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 117

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 115

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 114

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 104

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 102

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 110

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 111

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1258, Matches: 106

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1317, Matches: 96

SLAM MODE |  Maps: 1, KFs: 37, MPs: 1317, Matches: 96

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 182

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 169

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 164

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 166

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 165

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 155

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 162

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 153

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 169

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 151

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 153

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 135

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 147

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 142

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 159

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 163

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 142

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 153

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 146

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 130

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 134

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 114

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 114

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 122

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 115

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 120

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 119

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 138

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 136

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 128

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 120

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 113

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 119

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 99

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 114

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 99

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 105

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 107

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 103

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 113

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 97

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 108

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 108

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 115

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 109

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 92

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 101

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 94

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 99

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 91

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 96

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 100

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 102

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 93

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 115

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 93

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 102

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 84

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 88

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 75

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 98

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 86

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 100

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 86

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 95

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 86

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 88

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 78

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 91

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 75

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 89

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 74

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 81

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 80

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 78

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 78

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 85

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 89

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 87

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 74

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 75

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 78

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 77

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1228, Matches: 74

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1258, Matches: 74

SLAM MODE |  Maps: 1, KFs: 38, MPs: 1300, Matches: 83

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1207, Matches: 85

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1214, Matches: 83

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1217, Matches: 184

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1217, Matches: 159

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1217, Matches: 185

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1217, Matches: 178

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1217, Matches: 181

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1217, Matches: 179

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 184

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 172

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 191

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 187

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 194

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 173

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 189

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 174

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 182

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 191

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 182

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 174

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 183

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 177

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 191

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 181

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 183

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 181

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 184

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 195

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 186

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 197

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 183

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 198

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 198

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 196

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 179

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 190

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 187

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 198

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 177

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 187

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 172

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 197

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 180

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 184

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 170

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 188

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 182

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 180

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 179

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 180

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 174

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 174

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 171

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 175

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 176

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 171

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 163

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 167

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 165

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 160

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 175

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 162

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 176

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 171

SLAM MODE |  Maps: 1, KFs: 39, MPs: 1216, Matches: 169
